"#Some of the genomic variants, genes, nucleic acid sequences, or genomic regions on this list, and their use in specific applications, may be protected by patents.  Customers are advised to determine whether they are required to obtain licenses from the party that owns or controls such patents in order to use the product in Customer's specific application.  Unless expressly stated otherwise in writing by Illumina, Customer, and not Illumina, is solely responsible for obtaining such licenses."""					
#Project ID: 119538					
#Project Name: TS_Cancer_V2_Beta					
#Manifest Type: Regions					
#Target Region Count: 1895					
[Header]					
Manifest Version	2				
SDHAF2.chr11.61197599.61197674	chr11	61197599	61197674	0	0
SDHAF2.chr11.61205077.61205340	chr11	61205077	61205340	0	0
SDHAF2.chr11.61205456.61205605	chr11	61205456	61205605	0	0
SDHAF2.chr11.61213393.61213563	chr11	61213393	61213563	0	0
MEN1.chr11.64571786.64572308	chr11	64571786	64572308	0	0
MEN1.chr11.64572486.64572690	chr11	64572486	64572690	0	0
MEN1.chr11.64573087.64573262	chr11	64573087	64573262	0	0
MEN1.chr11.64573684.64573860	chr11	64573684	64573860	0	0
MEN1.chr11.64574463.64574590	chr11	64574463	64574590	0	0
MEN1.chr11.64574631.64574711	chr11	64574631	64574711	0	0
MEN1.chr11.64575004.64575172	chr11	64575004	64575172	0	0
MEN1.chr11.64575343.64575591	chr11	64575343	64575591	0	0
MEN1.chr11.64577102.64577601	chr11	64577102	64577601	0	0
AIP.chr11.67250610.67250748	chr11	67250610	67250748	0	0
AIP.chr11.67254457.67254676	chr11	67254457	67254676	0	0
AIP.chr11.67256718.67256946	chr11	67256718	67256946	0	0
AIP.chr11.67257489.67257705	chr11	67257489	67257705	0	0
AIP.chr11.67257767.67257948	chr11	67257767	67257948	0	0
AIP.chr11.67258239.67258484	chr11	67258239	67258484	0	0
MRE11A.chr11.94153271.94153367	chr11	94153271	94153367	0	0
MRE11A.chr11.94163057.94163172	chr11	94163057	94163172	0	0
MRE11A.chr11.94168978.94169085	chr11	94168978	94169085	0	0
MRE11A.chr11.94170323.94170421	chr11	94170323	94170421	0	0
MRE11A.chr11.94178956.94179079	chr11	94178956	94179079	0	0
MRE11A.chr11.94180365.94180624	chr11	94180365	94180624	0	0
MRE11A.chr11.94189422.94189524	chr11	94189422	94189524	0	0
MRE11A.chr11.94192554.94192767	chr11	94192554	94192767	0	0
MRE11A.chr11.94194082.94194222	chr11	94194082	94194222	0	0
MRE11A.chr11.94197259.94197425	chr11	94197259	94197425	0	0
MRE11A.chr11.94200959.94201079	chr11	94200959	94201079	0	0
MRE11A.chr11.94203617.94203828	chr11	94203617	94203828	0	0
MRE11A.chr11.94204720.94204945	chr11	94204720	94204945	0	0
MRE11A.chr11.94209435.94209589	chr11	94209435	94209589	0	0
MRE11A.chr11.94211881.94212062	chr11	94211881	94212062	0	0
MRE11A.chr11.94212820.94212947	chr11	94212820	94212947	0	0
MRE11A.chr11.94219070.94219270	chr11	94219070	94219270	0	0
MRE11A.chr11.94223979.94224151	chr11	94223979	94224151	0	0
MRE11A.chr11.94225928.94225987	chr11	94225928	94225987	0	0
ATM.chr11.108098332.108098443	chr11	108098332	108098443	0	0
ATM.chr11.108098483.108098635	chr11	108098483	108098635	0	0
ATM.chr11.108099885.108100070	chr11	108099885	108100070	0	0
ATM.chr11.108106377.108106581	chr11	108106377	108106581	0	0
ATM.chr11.108114660.108114865	chr11	108114660	108114865	0	0
ATM.chr11.108115495.108115773	chr11	108115495	108115773	0	0
ATM.chr11.108117671.108117874	chr11	108117671	108117874	0	0
ATM.chr11.108119640.108119849	chr11	108119640	108119849	0	0
ATM.chr11.108121408.108121819	chr11	108121408	108121819	0	0
ATM.chr11.108122544.108122778	chr11	108122544	108122778	0	0
ATM.chr11.108123524.108123659	chr11	108123524	108123659	0	0
ATM.chr11.108124521.108124786	chr11	108124521	108124786	0	0
ATM.chr11.108126922.108127087	chr11	108126922	108127087	0	0
ATM.chr11.108128188.108128353	chr11	108128188	108128353	0	0
ATM.chr11.108129693.108129822	chr11	108129693	108129822	0	0
ATM.chr11.108137878.108138089	chr11	108137878	108138089	0	0
ATM.chr11.108139117.108139356	chr11	108139117	108139356	0	0
ATM.chr11.108141771.108141893	chr11	108141771	108141893	0	0
ATM.chr11.108141958.108142153	chr11	108141958	108142153	0	0
ATM.chr11.108143239.108143354	chr11	108143239	108143354	0	0
ATM.chr11.108143429.108143599	chr11	108143429	108143599	0	0
ATM.chr11.108150198.108150355	chr11	108150198	108150355	0	0
ATM.chr11.108151702.108151915	chr11	108151702	108151915	0	0
ATM.chr11.108153417.108153626	chr11	108153417	108153626	0	0
ATM.chr11.108154934.108155220	chr11	108154934	108155220	0	0
ATM.chr11.108158307.108158462	chr11	108158307	108158462	0	0
ATM.chr11.108159684.108159850	chr11	108159684	108159850	0	0
ATM.chr11.108160309.108160548	chr11	108160309	108160548	0	0
ATM.chr11.108163326.108163540	chr11	108163326	108163540	0	0
ATM.chr11.108164020.108164224	chr11	108164020	108164224	0	0
ATM.chr11.108165634.108165806	chr11	108165634	108165806	0	0
ATM.chr11.108167994.108168129	chr11	108167994	108168129	0	0
ATM.chr11.108170421.108170632	chr11	108170421	108170632	0	0
ATM.chr11.108172355.108172536	chr11	108172355	108172536	0	0
ATM.chr11.108173560.108173776	chr11	108173560	108173776	0	0
ATM.chr11.108175382.108175599	chr11	108175382	108175599	0	0
ATM.chr11.108178604.108178731	chr11	108178604	108178731	0	0
ATM.chr11.108180867.108181062	chr11	108180867	108181062	0	0
ATM.chr11.108183118.108183245	chr11	108183118	108183245	0	0
ATM.chr11.108186530.108186658	chr11	108186530	108186658	0	0
ATM.chr11.108186718.108186860	chr11	108186718	108186860	0	0
ATM.chr11.108188080.108188268	chr11	108188080	108188268	0	0
ATM.chr11.108190661.108190805	chr11	108190661	108190805	0	0
ATM.chr11.108192008.108192167	chr11	108192008	108192167	0	0
ATM.chr11.108196017.108196291	chr11	108196017	108196291	0	0
ATM.chr11.108196765.108196972	chr11	108196765	108196972	0	0
ATM.chr11.108198352.108198505	chr11	108198352	108198505	0	0
ATM.chr11.108199728.108199985	chr11	108199728	108199985	0	0
ATM.chr11.108200921.108201168	chr11	108200921	108201168	0	0
ATM.chr11.108202151.108202304	chr11	108202151	108202304	0	0
ATM.chr11.108202586.108202784	chr11	108202586	108202784	0	0
ATM.chr11.108203469.108203647	chr11	108203469	108203647	0	0
ATM.chr11.108204593.108204715	chr11	108204593	108204715	0	0
ATM.chr11.108205676.108205856	chr11	108205676	108205856	0	0
ATM.chr11.108206552.108206708	chr11	108206552	108206708	0	0
ATM.chr11.108213929.108214118	chr11	108213929	108214118	0	0
ATM.chr11.108216450.108216655	chr11	108216450	108216655	0	0
ATM.chr11.108217986.108218112	chr11	108217986	108218112	0	0
ATM.chr11.108224473.108224627	chr11	108224473	108224627	0	0
ATM.chr11.108225518.108225621	chr11	108225518	108225621	0	0
ATM.chr11.108235789.108235965	chr11	108235789	108235965	0	0
ATM.chr11.108236032.108236255	chr11	108236032	108236255	0	0
SDHD.chr11.111957612.111957703	chr11	111957612	111957703	0	0
SDHD.chr11.111958561.111958717	chr11	111958561	111958717	0	0
SDHD.chr11.111959571.111959755	chr11	111959571	111959755	0	0
SDHD.chr11.111965509.111965714	chr11	111965509	111965714	0	0
CDKN1B.chr12.12870282.12871268	chr12	12870282	12871268	0	0
CDKN1B.chr12.12871739.12871897	chr12	12871739	12871897	0	0
CDK4.chr12.58142291.58142420	chr12	58142291	58142420	0	0
CDK4.chr12.58142945.58143120	chr12	58142945	58143120	0	0
CDK4.chr12.58143217.58143307	chr12	58143217	58143307	0	0
CDK4.chr12.58144419.58144568	chr12	58144419	58144568	0	0
CDK4.chr12.58144686.58144893	chr12	58144686	58144893	0	0
CDK4.chr12.58144970.58145145	chr12	58144970	58145145	0	0
CDK4.chr12.58145263.58145520	chr12	58145263	58145520	0	0
POLE.chr12.133201263.133201416	chr12	133201263	133201416	0	0
POLE.chr12.133201471.133201600	chr12	133201471	133201600	0	0
POLE.chr12.133202211.133202376	chr12	133202211	133202376	0	0
POLE.chr12.133202683.133202923	chr12	133202683	133202923	0	0
POLE.chr12.133208881.133209114	chr12	133208881	133209114	0	0
POLE.chr12.133209230.133209401	chr12	133209230	133209401	0	0
POLE.chr12.133210752.133210984	chr12	133210752	133210984	0	0
POLE.chr12.133212458.133212630	chr12	133212458	133212630	0	0
POLE.chr12.133214580.133214745	chr12	133214580	133214745	0	0
POLE.chr12.133215691.133215904	chr12	133215691	133215904	0	0
POLE.chr12.133218213.133218457	chr12	133218213	133218457	0	0
POLE.chr12.133218743.133219003	chr12	133218743	133219003	0	0
POLE.chr12.133219072.133219335	chr12	133219072	133219335	0	0
POLE.chr12.133219386.133219602	chr12	133219386	133219602	0	0
POLE.chr12.133219790.133219936	chr12	133219790	133219936	0	0
POLE.chr12.133219973.133220166	chr12	133219973	133220166	0	0
POLE.chr12.133220403.133220583	chr12	133220403	133220583	0	0
POLE.chr12.133225495.133225678	chr12	133225495	133225678	0	0
POLE.chr12.133225872.133226121	chr12	133225872	133226121	0	0
POLE.chr12.133226243.133226495	chr12	133226243	133226495	0	0
POLE.chr12.133233702.133233864	chr12	133233702	133233864	0	0
POLE.chr12.133233915.133234035	chr12	133233915	133234035	0	0
POLE.chr12.133234434.133234576	chr12	133234434	133234576	0	0
POLE.chr12.133235861.133236115	chr12	133235861	133236115	0	0
POLE.chr12.133237535.133237770	chr12	133237535	133237770	0	0
POLE.chr12.133238093.133238290	chr12	133238093	133238290	0	0
POLE.chr12.133240570.133240754	chr12	133240570	133240754	0	0
POLE.chr12.133240936.133241068	chr12	133240936	133241068	0	0
POLE.chr12.133241868.133242056	chr12	133241868	133242056	0	0
POLE.chr12.133244069.133244254	chr12	133244069	133244254	0	0
POLE.chr12.133244922.133245108	chr12	133244922	133245108	0	0
POLE.chr12.133245201.133245343	chr12	133245201	133245343	0	0
POLE.chr12.133245377.133245545	chr12	133245377	133245545	0	0
POLE.chr12.133248781.133248928	chr12	133248781	133248928	0	0
POLE.chr12.133249193.133249445	chr12	133249193	133249445	0	0
POLE.chr12.133249730.133249883	chr12	133249730	133249883	0	0
POLE.chr12.133250141.133250313	chr12	133250141	133250313	0	0
POLE.chr12.133251964.133252123	chr12	133251964	133252123	0	0
POLE.chr12.133252301.133252426	chr12	133252301	133252426	0	0
POLE.chr12.133252660.133252810	chr12	133252660	133252810	0	0
POLE.chr12.133253112.133253259	chr12	133253112	133253259	0	0
POLE.chr12.133253929.133254049	chr12	133253929	133254049	0	0
POLE.chr12.133254144.133254325	chr12	133254144	133254325	0	0
POLE.chr12.133256063.133256257	chr12	133256063	133256257	0	0
POLE.chr12.133256520.133256652	chr12	133256520	133256652	0	0
POLE.chr12.133256744.133256828	chr12	133256744	133256828	0	0
POLE.chr12.133257173.133257293	chr12	133257173	133257293	0	0
POLE.chr12.133257704.133257885	chr12	133257704	133257885	0	0
POLE.chr12.133263820.133263921	chr12	133263820	133263921	0	0
BRCA2_5UTR.chr13.32889597.32889824	chr13	32889597	32889824	0	0
BRCA2.chr13.32890539.32890684	chr13	32890539	32890684	0	0
BRCA2.chr13.32893194.32893482	chr13	32893194	32893482	0	0
BRCA2.chr13.32899193.32899341	chr13	32899193	32899341	0	0
BRCA2.chr13.32900218.32900307	chr13	32900218	32900307	0	0
BRCA2.chr13.32900359.32900439	chr13	32900359	32900439	0	0
BRCA2.chr13.32900616.32900770	chr13	32900616	32900770	0	0
BRCA2.chr13.32903560.32903649	chr13	32903560	32903649	0	0
BRCA2.chr13.32905036.32905187	chr13	32905036	32905187	0	0
BRCA2.chr13.32906389.32907544	chr13	32906389	32907544	0	0
BRCA2.chr13.32910382.32915353	chr13	32910382	32915353	0	0
BRCA2.chr13.32918675.32918810	chr13	32918675	32918810	0	0
BRCA2.chr13.32920944.32921053	chr13	32920944	32921053	0	0
BRCA2.chr13.32928978.32929445	chr13	32928978	32929445	0	0
BRCA2.chr13.32930545.32930766	chr13	32930545	32930766	0	0
BRCA2.chr13.32931859.32932086	chr13	32931859	32932086	0	0
BRCA2.chr13.32936640.32936850	chr13	32936640	32936850	0	0
BRCA2.chr13.32937296.32937690	chr13	32937296	32937690	0	0
BRCA2.chr13.32944519.32944714	chr13	32944519	32944714	0	0
BRCA2.chr13.32945073.32945257	chr13	32945073	32945257	0	0
BRCA2.chr13.32950787.32950948	chr13	32950787	32950948	0	0
BRCA2.chr13.32953434.32953672	chr13	32953434	32953672	0	0
BRCA2.chr13.32953867.32954070	chr13	32953867	32954070	0	0
BRCA2.chr13.32954124.32954302	chr13	32954124	32954302	0	0
BRCA2.chr13.32968806.32969090	chr13	32968806	32969090	0	0
BRCA2.chr13.32971015.32971201	chr13	32971015	32971201	0	0
BRCA2.chr13.32972279.32973829	chr13	32972279	32973829	0	0
RB1.chr13.48878029.48878205	chr13	48878029	48878205	0	0
RB1.chr13.48881396.48881562	chr13	48881396	48881562	0	0
RB1.chr13.48916715.48916870	chr13	48916715	48916870	0	0
RB1.chr13.48919196.48919355	chr13	48919196	48919355	0	0
RB1.chr13.48921941.48922019	chr13	48921941	48922019	0	0
RB1.chr13.48923072.48923179	chr13	48923072	48923179	0	0
RB1.chr13.48934133.48934283	chr13	48934133	48934283	0	0
RB1.chr13.48936931.48937113	chr13	48936931	48937113	0	0
RB1.chr13.48939010.48939127	chr13	48939010	48939127	0	0
RB1.chr13.48941610.48941759	chr13	48941610	48941759	0	0
RB1.chr13.48942643.48942760	chr13	48942643	48942760	0	0
RB1.chr13.48947521.48947648	chr13	48947521	48947648	0	0
RB1.chr13.48951034.48951190	chr13	48951034	48951190	0	0
RB1.chr13.48953710.48953806	chr13	48953710	48953806	0	0
RB1.chr13.48954169.48954240	chr13	48954169	48954240	0	0
RB1.chr13.48954281.48954397	chr13	48954281	48954397	0	0
RB1.chr13.48955363.48955599	chr13	48955363	48955599	0	0
RB1.chr13.49027109.49027267	chr13	49027109	49027267	0	0
RB1.chr13.49030320.49030505	chr13	49030320	49030505	0	0
RB1.chr13.49033804.49033989	chr13	49033804	49033989	0	0
RB1.chr13.49037847.49037991	chr13	49037847	49037991	0	0
RB1.chr13.49039114.49039267	chr13	49039114	49039267	0	0
RB1.chr13.49039321.49039524	chr13	49039321	49039524	0	0
RB1.chr13.49047476.49047546	chr13	49047476	49047546	0	0
RB1.chr13.49050817.49050999	chr13	49050817	49050999	0	0
RB1.chr13.49051471.49051560	chr13	49051471	49051560	0	0
RB1.chr13.49054114.49054227	chr13	49054114	49054227	0	0
ERCC5.chr13.103498597.103498724	chr13	103498597	103498724	0	0
ERCC5.chr13.103504448.103504663	chr13	103504448	103504663	0	0
ERCC5.chr13.103506087.103506242	chr13	103506087	103506242	0	0
ERCC5.chr13.103506618.103506744	chr13	103506618	103506744	0	0
ERCC5.chr13.103508382.103508482	chr13	103508382	103508482	0	0
ERCC5.chr13.103510605.103510788	chr13	103510605	103510788	0	0
ERCC5.chr13.103513837.103514084	chr13	103513837	103514084	0	0
ERCC5.chr13.103514360.103515473	chr13	103514360	103515473	0	0
ERCC5.chr13.103517997.103518281	chr13	103517997	103518281	0	0
ERCC5.chr13.103518592.103518751	chr13	103518592	103518751	0	0
ERCC5.chr13.103518962.103519215	chr13	103518962	103519215	0	0
ERCC5.chr13.103520443.103520627	chr13	103520443	103520627	0	0
ERCC5.chr13.103524528.103524768	chr13	103524528	103524768	0	0
ERCC5.chr13.103525589.103525713	chr13	103525589	103525713	0	0
ERCC5.chr13.103527637.103528270	chr13	103527637	103528270	0	0
FANCM.chr14.45605215.45605762	chr14	45605215	45605762	0	0
FANCM.chr14.45606252.45606464	chr14	45606252	45606464	0	0
FANCM.chr14.45609815.45609932	chr14	45609815	45609932	0	0
FANCM.chr14.45618020.45618218	chr14	45618020	45618218	0	0
FANCM.chr14.45620580.45620751	chr14	45620580	45620751	0	0
FANCM.chr14.45623103.45623275	chr14	45623103	45623275	0	0
FANCM.chr14.45623880.45624045	chr14	45623880	45624045	0	0
FANCM.chr14.45624556.45624682	chr14	45624556	45624682	0	0
FANCM.chr14.45628279.45628503	chr14	45628279	45628503	0	0
FANCM.chr14.45633542.45633788	chr14	45633542	45633788	0	0
FANCM.chr14.45636133.45636386	chr14	45636133	45636386	0	0
FANCM.chr14.45639772.45639969	chr14	45639772	45639969	0	0
FANCM.chr14.45642238.45642433	chr14	45642238	45642433	0	0
FANCM.chr14.45644254.45646199	chr14	45644254	45646199	0	0
FANCM.chr14.45650613.45650747	chr14	45650613	45650747	0	0
FANCM.chr14.45650820.45650928	chr14	45650820	45650928	0	0
FANCM.chr14.45652957.45653125	chr14	45652957	45653125	0	0
FANCM.chr14.45654400.45654596	chr14	45654400	45654596	0	0
FANCM.chr14.45656964.45657110	chr14	45656964	45657110	0	0
FANCM.chr14.45657985.45658585	chr14	45657985	45658585	0	0
FANCM.chr14.45665355.45665770	chr14	45665355	45665770	0	0
FANCM.chr14.45667827.45668158	chr14	45667827	45668158	0	0
FANCM.chr14.45669053.45669228	chr14	45669053	45669228	0	0
MAX.chr14.65472905.65473022	chr14	65472905	65473022	0	0
MAX.chr14.65543177.65543401	chr14	65543177	65543401	0	0
MAX.chr14.65544110.65544166	chr14	65544110	65544166	0	0
MAX.chr14.65544611.65544774	chr14	65544611	65544774	0	0
MAX.chr14.65550881.65551037	chr14	65550881	65551037	0	0
MAX.chr14.65560406.65560553	chr14	65560406	65560553	0	0
MAX.chr14.65568244.65568310	chr14	65568244	65568310	0	0
MAX.chr14.65569002.65569077	chr14	65569002	65569077	0	0
RAD51B.chr14.68290241.68290364	chr14	68290241	68290364	0	0
RAD51B.chr14.68292161.68292314	chr14	68292161	68292314	0	0
RAD51B.chr14.68301777.68301933	chr14	68301777	68301933	0	0
RAD51B.chr14.68331700.68331876	chr14	68331700	68331876	0	0
RAD51B.chr14.68352566.68352725	chr14	68352566	68352725	0	0
RAD51B.chr14.68353718.68353941	chr14	68353718	68353941	0	0
RAD51B.chr14.68758581.68758717	chr14	68758581	68758717	0	0
RAD51B.chr14.68878121.68878264	chr14	68878121	68878264	0	0
RAD51B.chr14.68934869.68934987	chr14	68934869	68934987	0	0
RAD51B.chr14.68944345.68944401	chr14	68944345	68944401	0	0
RAD51B.chr14.68963821.68963877	chr14	68963821	68963877	0	0
RAD51B.chr14.69061182.69061340	chr14	69061182	69061340	0	0
DICER1.chr14.95556818.95557020	chr14	95556818	95557020	0	0
DICER1.chr14.95557351.95557466	chr14	95557351	95557466	0	0
DICER1.chr14.95557520.95557722	chr14	95557520	95557722	0	0
DICER1.chr14.95560205.95560513	chr14	95560205	95560513	0	0
DICER1.chr14.95562142.95563070	chr14	95562142	95563070	0	0
DICER1.chr14.95566097.95566292	chr14	95566097	95566292	0	0
DICER1.chr14.95569663.95570483	chr14	95569663	95570483	0	0
DICER1.chr14.95571388.95571603	chr14	95571388	95571603	0	0
DICER1.chr14.95571995.95572140	chr14	95571995	95572140	0	0
DICER1.chr14.95572358.95572580	chr14	95572358	95572580	0	0
DICER1.chr14.95573925.95574118	chr14	95573925	95574118	0	0
DICER1.chr14.95574197.95574450	chr14	95574197	95574450	0	0
DICER1.chr14.95574641.95574860	chr14	95574641	95574860	0	0
DICER1.chr14.95577634.95577813	chr14	95577634	95577813	0	0
DICER1.chr14.95578489.95578604	chr14	95578489	95578604	0	0
DICER1.chr14.95579409.95579581	chr14	95579409	95579581	0	0
DICER1.chr14.95581984.95582178	chr14	95581984	95582178	0	0
DICER1.chr14.95582770.95583052	chr14	95582770	95583052	0	0
DICER1.chr14.95583939.95584111	chr14	95583939	95584111	0	0
DICER1.chr14.95590513.95591025	chr14	95590513	95591025	0	0
DICER1.chr14.95592897.95593105	chr14	95592897	95593105	0	0
DICER1.chr14.95595789.95595989	chr14	95595789	95595989	0	0
DICER1.chr14.95596375.95596549	chr14	95596375	95596549	0	0
DICER1.chr14.95597826.95597996	chr14	95597826	95597996	0	0
DICER1.chr14.95598832.95599034	chr14	95598832	95599034	0	0
DICER1.chr14.95599632.95599815	chr14	95599632	95599815	0	0
AKT1.chr14.105236658.105236777	chr14	105236658	105236777	0	0
AKT1.chr14.105237062.105237204	chr14	105237062	105237204	0	0
AKT1.chr14.105238682.105238809	chr14	105238682	105238809	0	0
AKT1.chr14.105239195.105239449	chr14	105239195	105239449	0	0
AKT1.chr14.105239568.105239736	chr14	105239568	105239736	0	0
AKT1.chr14.105239772.105239937	chr14	105239772	105239937	0	0
AKT1.chr14.105240229.105240337	chr14	105240229	105240337	0	0
AKT1.chr14.105241255.105241360	chr14	105241255	105241360	0	0
AKT1.chr14.105241393.105241564	chr14	105241393	105241564	0	0
AKT1.chr14.105241969.105242156	chr14	105241969	105242156	0	0
AKT1.chr14.105242976.105243127	chr14	105242976	105243127	0	0
AKT1.chr14.105246405.105246573	chr14	105246405	105246573	0	0
AKT1.chr14.105258915.105259000	chr14	105258915	105259000	0	0
GREM1.chr15.33022872.33023466	chr15	33022872	33023466	0	0
SPRED1.chr15.38545367.38545438	chr15	38545367	38545438	0	0
SPRED1.chr15.38591554.38591768	chr15	38591554	38591768	0	0
SPRED1.chr15.38614422.38614630	chr15	38614422	38614630	0	0
SPRED1.chr15.38616944.38617030	chr15	38616944	38617030	0	0
SPRED1.chr15.38631918.38632116	chr15	38631918	38632116	0	0
SPRED1.chr15.38641603.38641744	chr15	38641603	38641744	0	0
SPRED1.chr15.38643195.38643885	chr15	38643195	38643885	0	0
RAD51.chr15.40990937.40991063	chr15	40990937	40991063	0	0
RAD51.chr15.40993242.40993419	chr15	40993242	40993419	0	0
RAD51.chr15.40993984.40994144	chr15	40993984	40994144	0	0
RAD51.chr15.40998355.40998512	chr15	40998355	40998512	0	0
RAD51.chr15.41001203.41001334	chr15	41001203	41001334	0	0
RAD51.chr15.41010983.41011117	chr15	41010983	41011117	0	0
RAD51.chr15.41020889.41021042	chr15	41020889	41021042	0	0
RAD51.chr15.41021683.41021852	chr15	41021683	41021852	0	0
RAD51.chr15.41022031.41022192	chr15	41022031	41022192	0	0
RAD51.chr15.41023233.41023396	chr15	41023233	41023396	0	0
FANCI.chr15.89790859.89790982	chr15	89790859	89790982	0	0
FANCI.chr15.89801915.89802027	chr15	89801915	89802027	0	0
FANCI.chr15.89803924.89804094	chr15	89803924	89804094	0	0
FANCI.chr15.89804796.89804992	chr15	89804796	89804992	0	0
FANCI.chr15.89805032.89805129	chr15	89805032	89805129	0	0
FANCI.chr15.89806630.89806711	chr15	89806630	89806711	0	0
FANCI.chr15.89807114.89807277	chr15	89807114	89807277	0	0
FANCI.chr15.89807733.89807858	chr15	89807733	89807858	0	0
FANCI.chr15.89811610.89811776	chr15	89811610	89811776	0	0
FANCI.chr15.89816588.89816720	chr15	89816588	89816720	0	0
FANCI.chr15.89817379.89817555	chr15	89817379	89817555	0	0
FANCI.chr15.89819922.89820142	chr15	89819922	89820142	0	0
FANCI.chr15.89821898.89822025	chr15	89821898	89822025	0	0
FANCI.chr15.89824381.89824551	chr15	89824381	89824551	0	0
FANCI.chr15.89824976.89825086	chr15	89824976	89825086	0	0
FANCI.chr15.89826347.89826501	chr15	89826347	89826501	0	0
FANCI.chr15.89828307.89828469	chr15	89828307	89828469	0	0
FANCI.chr15.89833424.89833532	chr15	89833424	89833532	0	0
FANCI.chr15.89834824.89834965	chr15	89834824	89834965	0	0
FANCI.chr15.89835899.89836115	chr15	89835899	89836115	0	0
FANCI.chr15.89836153.89836314	chr15	89836153	89836314	0	0
FANCI.chr15.89837044.89837248	chr15	89837044	89837248	0	0
FANCI.chr15.89838126.89838345	chr15	89838126	89838345	0	0
FANCI.chr15.89843011.89843217	chr15	89843011	89843217	0	0
FANCI.chr15.89843511.89843636	chr15	89843511	89843636	0	0
FANCI.chr15.89844537.89844693	chr15	89844537	89844693	0	0
FANCI.chr15.89847075.89847166	chr15	89847075	89847166	0	0
FANCI.chr15.89848326.89848493	chr15	89848326	89848493	0	0
FANCI.chr15.89848552.89848660	chr15	89848552	89848660	0	0
FANCI.chr15.89848816.89848949	chr15	89848816	89848949	0	0
FANCI.chr15.89849218.89849445	chr15	89849218	89849445	0	0
FANCI.chr15.89850687.89850780	chr15	89850687	89850780	0	0
FANCI.chr15.89850824.89850923	chr15	89850824	89850923	0	0
FANCI.chr15.89856115.89856223	chr15	89856115	89856223	0	0
FANCI.chr15.89857823.89857958	chr15	89857823	89857958	0	0
FANCI.chr15.89858493.89858640	chr15	89858493	89858640	0	0
FANCI.chr15.89859608.89859707	chr15	89859608	89859707	0	0
BLM.chr15.91290603.91290740	chr15	91290603	91290740	0	0
BLM.chr15.91292577.91293317	chr15	91292577	91293317	0	0
BLM.chr15.91294997.91295196	chr15	91294997	91295196	0	0
BLM.chr15.91298021.91298188	chr15	91298021	91298188	0	0
BLM.chr15.91303357.91303529	chr15	91303357	91303529	0	0
BLM.chr15.91303804.91304505	chr15	91303804	91304505	0	0
BLM.chr15.91306176.91306407	chr15	91306176	91306407	0	0
BLM.chr15.91308506.91308664	chr15	91308506	91308664	0	0
BLM.chr15.91310120.91310273	chr15	91310120	91310273	0	0
BLM.chr15.91312343.91312481	chr15	91312343	91312481	0	0
BLM.chr15.91312648.91312836	chr15	91312648	91312836	0	0
BLM.chr15.91326032.91326178	chr15	91326032	91326178	0	0
BLM.chr15.91328131.91328331	chr15	91328131	91328331	0	0
BLM.chr15.91333859.91334094	chr15	91333859	91334094	0	0
BLM.chr15.91337377.91337607	chr15	91337377	91337607	0	0
BLM.chr15.91341400.91341587	chr15	91341400	91341587	0	0
BLM.chr15.91346731.91346970	chr15	91346731	91346970	0	0
BLM.chr15.91347377.91347609	chr15	91347377	91347609	0	0
BLM.chr15.91352347.91352509	chr15	91352347	91352509	0	0
BLM.chr15.91354415.91354656	chr15	91354415	91354656	0	0
BLM.chr15.91358312.91358526	chr15	91358312	91358526	0	0
NTHL1.chr16.2089905.2090068	chr16	2089905	2090068	0	0
NTHL1.chr16.2090114.2090259	chr16	2090114	2090259	0	0
NTHL1.chr16.2093548.2093747	chr16	2093548	2093747	0	0
NTHL1.chr16.2094611.2094821	chr16	2094611	2094821	0	0
NTHL1.chr16.2096109.2096387	chr16	2096109	2096387	0	0
NTHL1.chr16.2097690.2097868	chr16	2097690	2097868	0	0
TSC2.chr16.2098597.2098774	chr16	2098597	2098774	0	0
TSC2.chr16.2100381.2100507	chr16	2100381	2100507	0	0
TSC2.chr16.2103323.2103473	chr16	2103323	2103473	0	0
TSC2.chr16.2104277.2104461	chr16	2104277	2104461	0	0
TSC2.chr16.2105383.2105540	chr16	2105383	2105540	0	0
TSC2.chr16.2106177.2106265	chr16	2106177	2106265	0	0
TSC2.chr16.2106625.2106790	chr16	2106625	2106790	0	0
TSC2.chr16.2107086.2107199	chr16	2107086	2107199	0	0
TSC2.chr16.2108728.2108894	chr16	2108728	2108894	0	0
TSC2.chr16.2110651.2110834	chr16	2110651	2110834	0	0
TSC2.chr16.2111852.2112029	chr16	2111852	2112029	0	0
TSC2.chr16.2112478.2112621	chr16	2112478	2112621	0	0
TSC2.chr16.2112953.2113074	chr16	2112953	2113074	0	0
TSC2.chr16.2114253.2114448	chr16	2114253	2114448	0	0
TSC2.chr16.2115500.2115656	chr16	2115500	2115656	0	0
TSC2.chr16.2120437.2120599	chr16	2120437	2120599	0	0
TSC2.chr16.2121491.2121637	chr16	2121491	2121637	0	0
TSC2.chr16.2121765.2121955	chr16	2121765	2121955	0	0
TSC2.chr16.2122222.2122384	chr16	2122222	2122384	0	0
TSC2.chr16.2122830.2123004	chr16	2122830	2123004	0	0
TSC2.chr16.2124181.2124410	chr16	2124181	2124410	0	0
TSC2.chr16.2125780.2125913	chr16	2125780	2125913	0	0
TSC2.chr16.2126049.2126191	chr16	2126049	2126191	0	0
TSC2.chr16.2126472.2126606	chr16	2126472	2126606	0	0
